3A Serviços Médicos Ltda.;0,00;0,00;0,00;0,00;0,00;8
A S de S B C Medeiros ME;1020,00;10,38;0,00;0,00;0,00;8
A & S Serviços Médicos Ltda.;0,00;0,00;0,00;0,00;0,00;8
ACI Adm. em Cardiologia e Imagem Ltda.;0,00;0,00;0,00;0,00;0,00;8
ADM Administradora de Serviços Médicos Ltda.;0,00;0,00;0,00;0,00;0,00;8
Aguirre Serviços Médicos Ltda.;64577,56;968,66;419,75;1937,32;645,77;8
AG Garrido Serviços Médicos Ltda.;6209,95;93,15;40,36;186,27;62,09;8
Alca Serviços Médicos Ltda.;0,00;0,00;0,00;0,00;0,00;8
Almeida Oliveira Serviços Médicos;258,81;0,00;0,00;0,00;0,00;8
Almeida Villela Clínica Médica Ltda.;0,00;0,00;0,00;0,00;0,00;8
Almira Maria Andrade de Freitas ;0,00;0,00;0,00;0,00;0,00;8
Amma-Amorim Machado Serv. Méd. Odont.;9893,85;141,93;64,31;296,80;98,93;8
Amorim Miranda Serviços Ltda;330,77;0,00;0,00;0,00;0,00;8
Apoio-Sociedade Médica Ltda-Me;3104,97;46,57;0,00;0,00;0,00;8
Argos Serviços Médicos Ltda;5855,70;87,84;38,06;175,66;58,55;8
Angio Med Sociedade Civil Ltda.;0,00;0,00;0,00;0,00;0,00;8
Avicena Serviços Médicos Ltda.;2494,42;37,42;0,00;0,00;0,00;8
Bambinos Consultórios Pediátricos S/C Ltda.;0,00;0,00;0,00;0,00;0,00;8
Barbon Atendimento Médico Ltda.;0,00;0,00;0,00;0,00;0,00;8
Barroso e Linhares Clínica de Atenção a Saúde Ltda.;0,00;0,00;0,00;0,00;0,00;8
Bem Estar Serviços Médicos Especializados S/C Ltda.;0,00;0,00;0,00;0,00;0,00;8
Bella Pele Clínica Dermatologica e Cosmiatria Ltda.;0,00;0,00;0,00;0,00;0,00;8
Bio Center Centro de Hematologia e Patologia Clínica Ltda.;77894,22;1168,42;506,31;2336,82;778,94;8
Bissollatti Figueiredo Serviços Médicos;4765,26;71,48;0,00;0,00;0,00;8
Bop Serviços Médicos Especializados Ltda.;6880,08;103,20;44,72;206,40;68,80;8
Brandão & Santana Ltda.;13931,23;208,97;90,55;417,92;139,31;8
BRM - SERVIÇOS MEDICOS ESP. LTDA;2551,69;38,27;0,00;0,00;0,00;8
Caatinga Serviços Médicos Ltda.;25371,96;380,58;0,00;0,00;0,00;8
CAC Clínica de Angiologia e Cirurgia Ltda.;0,00;0,00;0,00;0,00;0,00;8
C.A.A. Silva Filho & Cia. Ltda. - ME;0,00;0,00;0,00;0,00;0,00;8
Caco Serviços Médicos Ltda.;0,00;0,00;0,00;0,00;0,00;8
Camila da Silva Souza;0,00;0,00;0,00;0,00;0,00;8
Cardioclínica São Francisco de Assis de Feira de Santana S/C Ltda.;0,00;0,00;0,00;0,00;0,00;8
CBBA Serviços Médicos Ltda.;3980,07;59,70;0,00;0,00;0,00;8
CCLA Serviços Médicos S/C;341,65;0,00;0,00;0,00;0,00;8
CCVE Clínica Cirúrgica e Vídeo Endoscópica Ltda.;0,00;0,00;0,00;0,00;0,00;8
CEAM Centro Especializado em Atendimento a Mulher Ltda.;689,70;0,00;0,00;0,00;0,00;8
CEM - Clínica Especializada da Mulher Ltda.;0,00;0,00;0,00;0,00;0,00;8
Centro de Angiologia e Cirurgia Vascular Ltda.;0,00;0,00;0,00;0,00;0,00;8
Centro de Diagnóstico e Tratamento em Neurologia e Cardiologia Ltda.;0,00;0,00;0,00;0,00;0,00;8
Centro de Tocoginecologia Santa Bárbara Ltda.;0,00;0,00;0,00;0,00;0,00;8
